PoNum,PoType,PoStatus,PoDate,EtaShipDate,EtaArrivalDate,CancelDate,VendorCode,VendorName,Currency,SubTotalAmount,TotalAmount,TaxRate,TaxAmount,TaxableAmount,NonTaxableAmount,ShippingCarrier,ShippingClass,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,CustomerCode,CustomerName,OrderNumber,InvoiceNumber,ShipToName,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAttention,BillToAddressLine1,BillToAddressLine2,BillToCity,BillToState,BillToStateFullName,BillToPostalCode,BillToPostalCodeExt,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,BillToNightPhone,Notes,Container,Seq,WarehouseCode,SKU,Description,ItemTotalAmount,PoQty,Price,ItemNotes,UPC,EAN,MPN,ExternalBarcode,VendorSku
5000004,0,1,2026-02-03,2026-02-06,2026-02-14,2026-02-19,OAKLAND-UA,,USD,1390.86,1390.86,0,0.00,1390.86,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,CAMILA-06-GREEN-A12,COSS FRONT SLIP ON SLIDES,480.00,5,96.00,,,,,,CAMILA-06-GREEN-A12
5000004,0,1,2026-02-03,2026-02-06,2026-02-14,2026-02-19,OAKLAND-UA,,USD,1390.86,1390.86,0,0.00,1390.86,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,ASTRID-01-GREY-A12,SLIP ON SNEAKER,140.04,3,46.68,,,,,,ASTRID-01-GREY-A12
5000005,0,1,2026-02-07,2026-02-11,2026-02-15,2026-02-26,IRVINE-ES,,USD,807.00,807.00,0,0.00,807.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,ADELINE-03-BROWN-7.5,BUCKLE FRONT FLAT SANDALS,111.00,6,18.50,,,,,,ADELINE-03-BROWN-7.5
5000005,0,1,2026-02-07,2026-02-11,2026-02-15,2026-02-26,IRVINE-ES,,USD,807.00,807.00,0,0.00,807.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,ASTRID-01-BLACK-6,SLIP ON SNEAKER,373.50,18,20.75,,,,,,ASTRID-01-BLACK-6
5000005,0,1,2026-02-07,2026-02-11,2026-02-15,2026-02-26,IRVINE-ES,,USD,807.00,807.00,0,0.00,807.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,CORA-01-CAME-6,CROSS FRONT SANDAL,193.50,18,10.75,,,,,,CORA-01-CAME-6
5000005,0,1,2026-02-07,2026-02-11,2026-02-15,2026-02-26,IRVINE-ES,,USD,807.00,807.00,0,0.00,807.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,CORA-01-LEOP-12,CROSS FRONT SANDAL,96.75,9,10.75,,,,,,CORA-01-LEOP-12
5000005,0,1,2026-02-07,2026-02-11,2026-02-15,2026-02-26,IRVINE-ES,,USD,807.00,807.00,0,0.00,807.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,01,CORA-01-BLK-9.5,CROSS FRONT SANDAL,32.25,3,10.75,,,,,,CORA-01-BLK-9.5
5000006,0,1,2026-01-25,2026-01-31,2026-02-07,2026-02-09,ANAHEIM-PF,,USD,72.00,72.00,0,0.00,72.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,CAMILA-06-LILAC-8,COSS FRONT SLIP ON SLIDES,72.00,9,8.00,,,,,,CAMILA-06-LILAC-8
5000007,0,1,2026-01-12,2026-01-16,2026-01-24,2026-01-30,PASADENA-SB,,USD,1123.00,1123.00,0,0.00,1123.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,CORA-01-CAME-8,CROSS FRONT SANDAL,107.50,10,10.75,,,,,,CORA-01-CAME-8
5000007,0,1,2026-01-12,2026-01-16,2026-01-24,2026-01-30,PASADENA-SB,,USD,1123.00,1123.00,0,0.00,1123.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,F13031C-1742VNTGST-31-STD,Cayden Vintage Beujolias Corduroy Skinny Jeans,374.00,11,34.00,,809666255119,,,,F13031C-1742VNTGST-31-STD
5000007,0,1,2026-01-12,2026-01-16,2026-01-24,2026-01-30,PASADENA-SB,,USD,1123.00,1123.00,0,0.00,1123.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,ADELINE-03-BROWN-12,BUCKLE FRONT FLAT SANDALS,277.50,15,18.50,,,,,,ADELINE-03-BROWN-12
5000007,0,1,2026-01-12,2026-01-16,2026-01-24,2026-01-30,PASADENA-SB,,USD,1123.00,1123.00,0,0.00,1123.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,ADELINE-02-CAMEL-5.5,WOVEN SLIDE SANDAL,184.00,16,11.50,,,,,,ADELINE-02-CAMEL-5.5
5000007,0,1,2026-01-12,2026-01-16,2026-01-24,2026-01-30,PASADENA-SB,,USD,1123.00,1123.00,0,0.00,1123.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,01,AUSTIN-06-WHITE-5,SNEAKER,180.00,18,10.00,,,,,,AUSTIN-06-WHITE-5
5000008,0,1,2026-01-05,2026-01-09,2026-01-17,2026-01-17,GOLDEN-SA,,USD,2478.32,2478.32,0,0.00,2478.32,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,FB3601737-3219UNFORGV-26-STD,Light Hand-Sanded Denim Stretch High-Waist Slit Hem Jeans,351.00,9,39.00,,809666434361,,,,FB3601737-3219UNFORGV-26-STD
5000008,0,1,2026-01-05,2026-01-09,2026-01-17,2026-01-17,GOLDEN-SA,,USD,2478.32,2478.32,0,0.00,2478.32,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,CAMILA-06-NUDE-11,COSS FRONT SLIP ON SLIDES,64.00,8,8.00,,,,,,CAMILA-06-NUDE-11
5000008,0,1,2026-01-05,2026-01-09,2026-01-17,2026-01-17,GOLDEN-SA,,USD,2478.32,2478.32,0,0.00,2478.32,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,ASTRID-01-GREY-11,SLIP ON SNEAKER,166.00,8,20.75,,,,,,ASTRID-01-GREY-11
5000008,0,1,2026-01-05,2026-01-09,2026-01-17,2026-01-17,GOLDEN-SA,,USD,2478.32,2478.32,0,0.00,2478.32,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,AVIANA-06-BLACK-S,FUR SLIPPER,123.42,2,61.71,,,,,,AVIANA-06-BLACK-S
5000008,0,1,2026-01-05,2026-01-09,2026-01-17,2026-01-17,GOLDEN-SA,,USD,2478.32,2478.32,0,0.00,2478.32,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,01,ASTRID-01-BLACK-S,SLIP ON SNEAKER,1773.90,15,118.26,,,,,,ASTRID-01-BLACK-S
5000009,0,1,2026-02-14,2026-02-22,2026-02-26,2026-02-24,PACIFIC-CM,,USD,226.50,226.50,0,0.00,226.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,ADELINE-02-BLACK-6.5,WOVEN SLIDE SANDAL,23.00,2,11.50,,,,,,ADELINE-02-BLACK-6.5
5000009,0,1,2026-02-14,2026-02-22,2026-02-26,2026-02-24,PACIFIC-CM,,USD,226.50,226.50,0,0.00,226.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,ADELINE-03-BLACK-6.5,BUCKLE FRONT FLAT SANDALS,203.50,11,18.50,,,,,,ADELINE-03-BLACK-6.5
5000010,0,1,2026-01-27,2026-02-02,2026-02-05,2026-02-13,SILICON-GC,,USD,107.50,107.50,0,0.00,107.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,CORA-01-CAME-7,CROSS FRONT SANDAL,107.50,10,10.75,,,,,,CORA-01-CAME-7
