InvoiceNumber,OrderNumber,InvoiceType,InvoiceStatus,InvoiceDate,DueDate,BillDate,ShipDate,CustomerCode,CustomerName,Terms,TermsDays,Currency,SubTotalAmount,SalesAmount,TotalAmount,TaxableAmount,NonTaxableAmount,TaxRate,TaxAmount,DiscountRate,DiscountAmount,ShippingAmount,ShippingTaxAmount,MiscAmount,MiscTaxAmount,ChargeAndAllowanceAmount,ChannelAmount,PaidAmount,CreditAmount,Balance,SalesRep,SalesRep2,SalesRep3,SalesRep4,CommissionRate,CommissionRate2,CommissionRate3,CommissionRate4,CommissionAmount,CommissionAmount2,CommissionAmount3,CommissionAmount4,TotalWeight,ActualWeight,IsEdi,OrderShipmentNum,ShippingCarrier,ShippingClass,DistributionCenterNum,CentralOrderNum,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,EndBuyerUserId,EndBuyerName,EndBuyerEmail,ShipToName,ShipToSuffix,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAddressLine1,BillToAddressLine2,BillToCity,BillToState,BillToPostalCode,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,Notes,DepartmentCode,DivisionCode,Seq,InvoiceItemType,InvoiceItemStatus,ItemDate,EtaArrivalDate,SKU,WarehouseCode,LotNum,Description,UOM,PackType,PackQty,OrderPack,ShipPack,CancelledPack,OpenPack,OrderQty,ShipQty,CancelledQty,OpenQty,PriceRule,Price,DiscountPrice,ExtAmount,ItemTotalAmount,OrderAmount,CancelledAmount,OpenAmount,Stockable,Taxable,Costable,IsProfit,DBChannelOrderLineRowID,ItemDiscountRate,ItemDiscountAmount,ItemNotes,ChannelItemID,UPC,EAN,MPN,ExternalBarcode,CustomerSKU,PodInfo
INV-SO2026-000006-000006,SO2026-000006,1,4,2026-02-16,2026-02-28,2026-02-17,2026-02-20,Etsy-LS,Etsy LS,,,USD,63.75,63.75,63.75,63.75,0.00,0,0.00,0,0.00,0.00,0.00,,,,,63.75,,0.00,,,,,,,,,,,,,,,,,,,,,10008,10571,10008-2026-000006,,,,,,,,Etsy LS Shipping,,Etsy LS Marketplace,205 Mission St,Dock 5,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,,,,,,,,,,,,,,,,,,2026-02-16,,CORA-01-YLW-8.5,,,,EA,,,,,,,4,4,0,0,,10.75,10.75,43.00,43.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000006-000006,SO2026-000006,1,4,2026-02-16,2026-02-28,2026-02-17,2026-02-20,Etsy-LS,Etsy LS,,,USD,63.75,63.75,63.75,63.75,0.00,0,0.00,0,0.00,0.00,0.00,,,,,63.75,,0.00,,,,,,,,,,,,,,,,,,,,,10008,10571,10008-2026-000006,,,,,,,,Etsy LS Shipping,,Etsy LS Marketplace,205 Mission St,Dock 5,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,,,,,,,,,,,,,,,,,,2026-02-16,,ASTRID-01-BLUSH-11,,,,EA,,,,,,,1,1,0,0,,20.75,20.75,20.75,20.75,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000007-000007,SO2026-000007,1,4,2026-02-16,2026-02-28,2026-02-18,2026-02-18,Mirakl-HudsonsB,Mirakl HudsonsB,,,USD,125.50,125.76,125.76,125.50,0.00,0,0.00,0,0.00,0.26,0.00,,,,,125.76,,0.00,,,,,,,,,,,,,,,,,,,,,10005,10577,10005-2026-000007,,,,,,,,Mirakl HudsonsB Shipping,,Mirakl HudsonsB Network,212 Quail Hill Pkwy,Dock 12,Irvine,CA,92607,Orange,USA,ship-mirakl-hudsonsb@example.com,(949) 555-2106,,,,,,,,,,,,,,,,,,2026-02-16,,FA16023WV-SMOKELEOPARD-M-STD,,,,EA,,,,,,,2,2,0,0,,40.00,40.00,80.00,80.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000007-000007,SO2026-000007,1,4,2026-02-16,2026-02-28,2026-02-18,2026-02-18,Mirakl-HudsonsB,Mirakl HudsonsB,,,USD,125.50,125.76,125.76,125.50,0.00,0,0.00,0,0.00,0.26,0.00,,,,,125.76,,0.00,,,,,,,,,,,,,,,,,,,,,10005,10577,10005-2026-000007,,,,,,,,Mirakl HudsonsB Shipping,,Mirakl HudsonsB Network,212 Quail Hill Pkwy,Dock 12,Irvine,CA,92607,Orange,USA,ship-mirakl-hudsonsb@example.com,(949) 555-2106,,,,,,,,,,,,,,,,,,2026-02-16,,CORA-01-YLW-11,,,,EA,,,,,,,2,2,0,0,,10.75,10.75,21.50,21.50,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000007-000007,SO2026-000007,1,4,2026-02-16,2026-02-28,2026-02-18,2026-02-18,Mirakl-HudsonsB,Mirakl HudsonsB,,,USD,125.50,125.76,125.76,125.50,0.00,0,0.00,0,0.00,0.26,0.00,,,,,125.76,,0.00,,,,,,,,,,,,,,,,,,,,,10005,10577,10005-2026-000007,,,,,,,,Mirakl HudsonsB Shipping,,Mirakl HudsonsB Network,212 Quail Hill Pkwy,Dock 12,Irvine,CA,92607,Orange,USA,ship-mirakl-hudsonsb@example.com,(949) 555-2106,,,,,,,,,,,,,,,,,,2026-02-16,,CAMILA-06-TAUPE-8,,,,EA,,,,,,,3,3,0,0,,8.00,8.00,24.00,24.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000008-000008,SO2026-000008,1,4,2026-02-05,2026-02-28,2026-02-06,2026-02-09,AMZ-eCom,AMZ eCom,,,USD,191.00,195.66,195.66,191.00,0.00,0,0.00,0,0.00,4.66,0.00,,,,,195.66,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2026-000008,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2026-02-05,,F13031C-1742VNTGST-30-STD,,,,EA,,,,,,,2,2,0,0,,34.00,34.00,68.00,68.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000008-000008,SO2026-000008,1,4,2026-02-05,2026-02-28,2026-02-06,2026-02-09,AMZ-eCom,AMZ eCom,,,USD,191.00,195.66,195.66,191.00,0.00,0,0.00,0,0.00,4.66,0.00,,,,,195.66,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2026-000008,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2026-02-05,,ASTRID-01-NUDE-7,,,,EA,,,,,,,4,4,0,0,,20.75,20.75,83.00,83.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000008-000008,SO2026-000008,1,4,2026-02-05,2026-02-28,2026-02-06,2026-02-09,AMZ-eCom,AMZ eCom,,,USD,191.00,195.66,195.66,191.00,0.00,0,0.00,0,0.00,4.66,0.00,,,,,195.66,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2026-000008,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2026-02-05,,AUSTIN-06-WHITE-7.5,,,,EA,,,,,,,4,4,0,0,,10.00,10.00,40.00,40.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000009-000009,SO2026-000009,1,4,2026-01-19,2026-02-18,2026-01-19,2026-01-20,AMZ-eCom,AMZ eCom,,,USD,173.00,189.75,189.75,173.00,0.00,0,0.00,0,0.00,16.75,0.00,,,,,189.75,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2026-000009,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2026-01-19,,FA13501DM-RINSEWSFT-28-30,,,,EA,,,,,,,2,2,0,0,,34.00,34.00,68.00,68.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000009-000009,SO2026-000009,1,4,2026-01-19,2026-02-18,2026-01-19,2026-01-20,AMZ-eCom,AMZ eCom,,,USD,173.00,189.75,189.75,173.00,0.00,0,0.00,0,0.00,16.75,0.00,,,,,189.75,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2026-000009,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2026-01-19,,F13031C-1742VNTGCO,,,,EA,,,,,,,2,2,0,0,,34.00,34.00,68.00,68.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000009-000009,SO2026-000009,1,4,2026-01-19,2026-02-18,2026-01-19,2026-01-20,AMZ-eCom,AMZ eCom,,,USD,173.00,189.75,189.75,173.00,0.00,0,0.00,0,0.00,16.75,0.00,,,,,189.75,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2026-000009,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2026-01-19,,ADELINE-03-BLACK-7,,,,EA,,,,,,,2,2,0,0,,18.50,18.50,37.00,37.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000010-000010,SO2026-000010,1,4,2026-01-05,2026-02-04,2026-01-07,2026-01-09,eBay,eBay,,,USD,32.00,48.89,48.89,32.00,0.00,0,0.00,0,0.00,16.89,0.00,,,,,48.89,,0.00,,,,,,,,,,,,,,,,,,,,,10004,10570,10004-2026-000010,,,,,,,,eBay Shipping,,eBay Commerce,204 Fulfillment Ave,Dock 4,San Jose,CA,95111,Santa Clara,USA,ship-ebay@example.com,(408) 555-1306,,,,,,,,,,,,,,,,,,2026-01-05,,CAMILA-06-LILAC-9.5,,,,EA,,,,,,,4,4,0,0,,8.00,8.00,32.00,32.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000011-000011,SO2026-000011,1,4,2026-02-12,2026-02-28,2026-02-14,2026-02-12,eBay,eBay,,,USD,238.00,238.26,238.26,238.00,0.00,0,0.00,0,0.00,0.26,0.00,,,,,238.26,,0.00,,,,,,,,,,,,,,,,,,,,,10004,10570,10004-2026-000011,,,,,,,,eBay Shipping,,eBay Commerce,204 Fulfillment Ave,Dock 4,San Jose,CA,95111,Santa Clara,USA,ship-ebay@example.com,(408) 555-1306,,,,,,,,,,,,,,,,,,2026-02-12,,CAMILA-06-TAUPE-A12,,,,EA,,,,,,,1,1,0,0,,96.00,96.00,96.00,96.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000011-000011,SO2026-000011,1,4,2026-02-12,2026-02-28,2026-02-14,2026-02-12,eBay,eBay,,,USD,238.00,238.26,238.26,238.00,0.00,0,0.00,0,0.00,0.26,0.00,,,,,238.26,,0.00,,,,,,,,,,,,,,,,,,,,,10004,10570,10004-2026-000011,,,,,,,,eBay Shipping,,eBay Commerce,204 Fulfillment Ave,Dock 4,San Jose,CA,95111,Santa Clara,USA,ship-ebay@example.com,(408) 555-1306,,,,,,,,,,,,,,,,,,2026-02-12,,AUSTIN-06-CAMEL-10,,,,EA,,,,,,,4,4,0,0,,10.00,10.00,40.00,40.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000011-000011,SO2026-000011,1,4,2026-02-12,2026-02-28,2026-02-14,2026-02-12,eBay,eBay,,,USD,238.00,238.26,238.26,238.00,0.00,0,0.00,0,0.00,0.26,0.00,,,,,238.26,,0.00,,,,,,,,,,,,,,,,,,,,,10004,10570,10004-2026-000011,,,,,,,,eBay Shipping,,eBay Commerce,204 Fulfillment Ave,Dock 4,San Jose,CA,95111,Santa Clara,USA,ship-ebay@example.com,(408) 555-1306,,,,,,,,,,,,,,,,,,2026-02-12,,FA13512DM-1847DPOCN-30-32,,,,EA,,,,,,,3,3,0,0,,34.00,34.00,102.00,102.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000012-000012,SO2026-000012,1,4,2026-01-04,2026-02-28,2026-01-06,2026-01-04,Squarespace,Squarespace,,,USD,78.50,83.29,83.29,78.50,0.00,0,0.00,0,0.00,4.79,0.00,,,,,83.29,,0.00,,,,,,,,,,,,,,,,,,,,,20006,10582,20006-2026-000012,,,,,,,,Squarespace Shipping,,Squarespace Digital,218 Camino Del Rio,Dock 18,San Diego,CA,92108,San Diego,USA,ship-squarespace@example.com,(619) 555-2706,,,,,,,,,,,,,,,,,,2026-01-04,,ADELINE-03-BLACK-10,,,,EA,,,,,,,3,3,0,0,,18.50,18.50,55.50,55.50,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000012-000012,SO2026-000012,1,4,2026-01-04,2026-02-28,2026-01-06,2026-01-04,Squarespace,Squarespace,,,USD,78.50,83.29,83.29,78.50,0.00,0,0.00,0,0.00,4.79,0.00,,,,,83.29,,0.00,,,,,,,,,,,,,,,,,,,,,20006,10582,20006-2026-000012,,,,,,,,Squarespace Shipping,,Squarespace Digital,218 Camino Del Rio,Dock 18,San Diego,CA,92108,San Diego,USA,ship-squarespace@example.com,(619) 555-2706,,,,,,,,,,,,,,,,,,2026-01-04,,ADELINE-02-BLACK-8.5,,,,EA,,,,,,,2,2,0,0,,11.50,11.50,23.00,23.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000013-000013,SO2026-000013,1,4,2026-01-15,2026-02-28,2026-01-16,2026-01-15,Veeqo-Amazon,Veeqo Amazon,,,USD,64.50,69.57,69.57,64.50,0.00,0,0.00,0,0.00,5.07,0.00,,,,,69.57,,0.00,,,,,,,,,,,,,,,,,,,,,10016,10579,10016-2026-000013,,,,,,,,Veeqo Amazon Shipping,,Veeqo Amazon Retail,202 Distribution Way,Dock 2,Irvine,CA,92603,Orange,USA,ship-veeqo-amazon@example.com,(949) 555-1106,,,,,,,,,,,,,,,,,,2026-01-15,,CORA-01-LEOP-5,,,,EA,,,,,,,3,3,0,0,,10.75,10.75,32.25,32.25,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000013-000013,SO2026-000013,1,4,2026-01-15,2026-02-28,2026-01-16,2026-01-15,Veeqo-Amazon,Veeqo Amazon,,,USD,64.50,69.57,69.57,64.50,0.00,0,0.00,0,0.00,5.07,0.00,,,,,69.57,,0.00,,,,,,,,,,,,,,,,,,,,,10016,10579,10016-2026-000013,,,,,,,,Veeqo Amazon Shipping,,Veeqo Amazon Retail,202 Distribution Way,Dock 2,Irvine,CA,92603,Orange,USA,ship-veeqo-amazon@example.com,(949) 555-1106,,,,,,,,,,,,,,,,,,2026-01-15,,CORA-01-BLK-10,,,,EA,,,,,,,3,3,0,0,,10.75,10.75,32.25,32.25,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000014-000014,SO2026-000014,1,4,2026-02-22,2026-02-28,2026-02-23,2026-02-25,AMZ-eCom,AMZ eCom,,,USD,34.00,47.81,47.81,34.00,0.00,0,0.00,0,0.00,13.81,0.00,,,,,47.81,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2026-000014,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2026-02-22,,FA13512DM-1847DPOCN-27-30,,,,EA,,,,,,,1,1,0,0,,34.00,34.00,34.00,34.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000015-000015,SO2026-000015,1,4,2026-01-17,2026-02-28,2026-01-19,2026-01-21,Shopify,Shopify,,,USD,124.00,127.32,127.32,124.00,0.00,0,0.00,0,0.00,3.32,0.00,,,,,127.32,,0.00,,,,,,,,,,,,,,,,,,,,,20001,10580,20001-2026-000015,,,,,,,,Shopify Shipping,,Shopify Commerce,217 Barranca Pkwy,Dock 17,Irvine,CA,92609,Orange,USA,ship-shopify@example.com,(949) 555-2606,,,,,,,,,,,,,,,,,,2026-01-17,,AUSTIN-06-BLUSH-7.5,,,,EA,,,,,,,2,2,0,0,,10.00,10.00,20.00,20.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2026-000015-000015,SO2026-000015,1,4,2026-01-17,2026-02-28,2026-01-19,2026-01-21,Shopify,Shopify,,,USD,124.00,127.32,127.32,124.00,0.00,0,0.00,0,0.00,3.32,0.00,,,,,127.32,,0.00,,,,,,,,,,,,,,,,,,,,,20001,10580,20001-2026-000015,,,,,,,,Shopify Shipping,,Shopify Commerce,217 Barranca Pkwy,Dock 17,Irvine,CA,92609,Orange,USA,ship-shopify@example.com,(949) 555-2606,,,,,,,,,,,,,,,,,,2026-01-17,,ADELINE-03-BLUE-6.5,,,,EA,,,,,,,4,4,0,0,,18.50,18.50,74.00,74.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
