OrderNumber,OrderType,OrderStatus,OrderDate,ShipDate,DueDate,BillDate,EtaArrivalDate,EarliestShipDate,LatestShipDate,SignatureFlag,CustomerCode,CustomerName,Terms,TermsDays,Currency,SubTotalAmount,SalesAmount,TotalAmount,TaxableAmount,NonTaxableAmount,TaxRate,TaxAmount,DiscountRate,DiscountAmount,ShippingAmount,ShippingTaxAmount,MiscAmount,MiscTaxAmount,ChargeAndAllowanceAmount,ChannelAmount,PaidAmount,CreditAmount,Balance,DepositAmount,SalesRep,SalesRep2,SalesRep3,SalesRep4,CommissionRate,CommissionRate2,CommissionRate3,CommissionRate4,TotalWeight,ActualWeight,CancelCode,SalesDivision,CustomerSource,Fulfillment Status,Financial Status,AmountRefunded,IsEdi,ShippingCarrier,ShippingClass,MainTrackingNumber,MainReturnTrackingNumber,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,Carton,EndBuyerUserID,EndBuyerName,EndBuyerEmail,ShipToName,ShipToFirstName,ShipToLastName,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToAddressLine3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAddressLine1,BillToAddressLine2,BillToAddressLine3,BillToCity,BillToState,BillToPostalCode,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,Notes,ShippingCode,WarehouseCode,ShipmentID,DepartmentCode,DivisionCode,Seq,ItemDate,SKU,UPC,CustomerSKU,SKUTitle,LotNum,Description,UOM,PackType,PackQty,PackPrice,OrderPack,ShipPack,CancelledPack,OpenPack,OrderQty,ShipQty,CancelledQty,OpenQty,PriceRule,Price,DiscountPrice,ExtAmount,ItemTotalAmount,ShipAmount,CancelledAmount,OpenAmount,Stockable,Taxable,Costable,IsProfit,LotInDate,LotExpDate,DBChannelOrderLineRowID,ItemShippingAmount,ShippingCost,ItemTaxAmount,ItemShippingTaxAmount,ItemDiscountRate,ItemDiscountAmount,ItemNotes,ItemCancelCode,Lineitem fulfillment status,Lineitem taxable,ChannelItemID,EAN,MPN,ExternalBarcode,PodInfo
20260313-7,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,Etsy-VS,Etsy VS,,,USD,63.91,,64.15,,,0,0.00,0,0.00,0.24,,,,,,0,,64.15,,Rina Patel,Dana Ross,,,,,,,,,,,, , ,,,,,,,10008,10572,10008-260313-000007,,,,,,,,,Etsy VS Shipping,Jamie Clark,Soren Vale,Etsy VS Marketplace,206 Pacific Hwy,Dock 6,Seasonal ship location,Los Angeles,CA,90004,Los Angeles,USA,ship-etsy-vs@example.com,(213) 555-1506,Etsy VS Billing,Etsy VS Marketplace,106 Broadway Ave,Suite 160,Seasonal billing profile,Los Angeles,CA,90003,Los Angeles,USA,billing-etsy-vs@example.com,(213) 555-1505,,,,,,,2,2026-03-13,FD3601033-3022FROZENPD-L-STD,,,Jay-Low Tencel Denim Shirtdress - Chiffon Collar and Tie Sleeve,,,EA,,,,,,,,1,0,0,1,,30.43,,30.43,30.43,0.00,0.00,30.43,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-8,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,AMZ-eCom,AMZ eCom,,,USD,101.71,,102.03,,,0,0.00,0,0.00,0.32,,,,,,0,,102.03,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10001,10565,10001-260313-000008,,,,,,,,,AMZ eCom Shipping,Alex Reed,Nora Lane,AMZ eCom Retail,201 Harbor Ave,Dock 1,Main ship location,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,AMZ eCom Billing,AMZ eCom Retail,101 Sunset Blvd,Suite 110,Primary billing profile,Los Angeles,CA,90001,Los Angeles,USA,billing-amz-ecom@example.com,(213) 555-1005,,,,,,,1,2026-03-13,FA13512DM-1847DPOCN-32-30,,,Angie Stud Bling Pocket Low Rise Skinny Jeans,,,EA,,,,,,,,1,0,0,1,,44.39,,44.39,44.39,0.00,0.00,44.39,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-8,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,AMZ-eCom,AMZ eCom,,,USD,101.71,,102.03,,,0,0.00,0,0.00,0.32,,,,,,0,,102.03,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10001,10565,10001-260313-000008,,,,,,,,,AMZ eCom Shipping,Alex Reed,Nora Lane,AMZ eCom Retail,201 Harbor Ave,Dock 1,Main ship location,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,AMZ eCom Billing,AMZ eCom Retail,101 Sunset Blvd,Suite 110,Primary billing profile,Los Angeles,CA,90001,Los Angeles,USA,billing-amz-ecom@example.com,(213) 555-1005,,,,,,,2,2026-03-13,CORA-01-FUCH-9,,,CROSS FRONT SANDAL,,,EA,,,,,,,,4,0,0,4,,14.33,,57.32,57.32,0.00,0.00,57.32,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-9,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,Magento,Magento,,,USD,96.70,,97.09,,,0,0.00,0,0.00,0.39,,,,,,0,,97.09,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,20003,10581,20003-260313-000009,,,,,,,,,Magento Shipping,Morgan Lee,Cora Knox,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,Magento Billing,Magento Platform,116 Wilshire Blvd,Suite 260,Platform billing profile,Los Angeles,CA,90007,Los Angeles,USA,billing-magento@example.com,(213) 555-2505,,,,,,,1,2026-03-13,ADELINE-02-CAMEL-S,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,2,0,0,2,,48.35,,96.70,96.70,0.00,0.00,96.70,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-10,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,eBay,eBay,,,USD,105.10,,105.10,,,0,0.00,0,0.00,0.00,,,,,,0,,105.10,,Dana Ross,Eli Grant,,,,,,,,,,,, , ,,,,,,,10004,10570,10004-260313-000010,,,,,,,,,eBay Shipping,Morgan Lee,Quentin Hale,eBay Commerce,204 Fulfillment Ave,Dock 4,Standard ship location,San Jose,CA,95111,Santa Clara,USA,ship-ebay@example.com,(408) 555-1306,eBay Billing,eBay Commerce,104 Orchard St,Suite 140,Standard billing profile,San Jose,CA,95110,Santa Clara,USA,billing-ebay@example.com,(408) 555-1305,,,,,,,1,2026-03-13,CAMILA-06-TAUPE-8,,,COSS FRONT SLIP ON SLIDES,,,EA,,,,,,,,2,0,0,2,,14.71,,29.42,29.42,0.00,0.00,29.42,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-10,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,eBay,eBay,,,USD,105.10,,105.10,,,0,0.00,0,0.00,0.00,,,,,,0,,105.10,,Dana Ross,Eli Grant,,,,,,,,,,,, , ,,,,,,,10004,10570,10004-260313-000010,,,,,,,,,eBay Shipping,Morgan Lee,Quentin Hale,eBay Commerce,204 Fulfillment Ave,Dock 4,Standard ship location,San Jose,CA,95111,Santa Clara,USA,ship-ebay@example.com,(408) 555-1306,eBay Billing,eBay Commerce,104 Orchard St,Suite 140,Standard billing profile,San Jose,CA,95110,Santa Clara,USA,billing-ebay@example.com,(408) 555-1305,,,,,,,2,2026-03-13,AVIANA-06-WHITE-5,,,FUR SLIPPER,,,EA,,,,,,,,1,0,0,1,,25.18,,25.18,25.18,0.00,0.00,25.18,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-10,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,eBay,eBay,,,USD,105.10,,105.10,,,0,0.00,0,0.00,0.00,,,,,,0,,105.10,,Dana Ross,Eli Grant,,,,,,,,,,,, , ,,,,,,,10004,10570,10004-260313-000010,,,,,,,,,eBay Shipping,Morgan Lee,Quentin Hale,eBay Commerce,204 Fulfillment Ave,Dock 4,Standard ship location,San Jose,CA,95111,Santa Clara,USA,ship-ebay@example.com,(408) 555-1306,eBay Billing,eBay Commerce,104 Orchard St,Suite 140,Standard billing profile,San Jose,CA,95110,Santa Clara,USA,billing-ebay@example.com,(408) 555-1305,,,,,,,3,2026-03-13,FA16023WV-SMOKEYROSE-XL-STD,,,Olivia Gray Floral Print Kimono Chiffon Wrap Maxi Dress,,,EA,,,,,,,,2,0,0,2,,25.25,,50.50,50.50,0.00,0.00,50.50,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-11,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,Veeqo-Amazon,Veeqo Amazon,,,USD,84.13,,98.88,,,0,0.00,0,0.00,14.75,,,,,,0,,98.88,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10016,10579,10016-260313-000011,,,,,,,,,Veeqo Amazon Shipping,Jamie Clark,Owen Pike,Veeqo Amazon Retail,202 Distribution Way,Dock 2,Regional ship location,Irvine,CA,92603,Orange,USA,ship-veeqo-amazon@example.com,(949) 555-1106,Veeqo Amazon Billing,Veeqo Amazon Retail,102 Innovation Dr,Suite 120,Regional billing profile,Irvine,CA,92602,Orange,USA,billing-veeqo-amazon@example.com,(949) 555-1105,,,,,,,1,2026-03-13,F13031C-1742VNTGBJ-27-STD,,,Cayden Vintage Beujolias Corduroy Skinny Jeans,,,EA,,,,,,,,1,0,0,1,,17.03,,17.03,17.03,0.00,0.00,17.03,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-11,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,Veeqo-Amazon,Veeqo Amazon,,,USD,84.13,,98.88,,,0,0.00,0,0.00,14.75,,,,,,0,,98.88,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10016,10579,10016-260313-000011,,,,,,,,,Veeqo Amazon Shipping,Jamie Clark,Owen Pike,Veeqo Amazon Retail,202 Distribution Way,Dock 2,Regional ship location,Irvine,CA,92603,Orange,USA,ship-veeqo-amazon@example.com,(949) 555-1106,Veeqo Amazon Billing,Veeqo Amazon Retail,102 Innovation Dr,Suite 120,Regional billing profile,Irvine,CA,92602,Orange,USA,billing-veeqo-amazon@example.com,(949) 555-1105,,,,,,,2,2026-03-13,CAMILA-06-GREEN-11,,,COSS FRONT SLIP ON SLIDES,,,EA,,,,,,,,2,0,0,2,,33.55,,67.10,67.10,0.00,0.00,67.10,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-12,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,eBay,eBay,,,USD,120.28,,135.93,,,0,0.00,0,0.00,15.65,,,,,,0,,135.93,,Dana Ross,Eli Grant,,,,,,,,,,,, , ,,,,,,,10004,10570,10004-260313-000012,,,,,,,,,eBay Shipping,Morgan Lee,Quentin Hale,eBay Commerce,204 Fulfillment Ave,Dock 4,Standard ship location,San Jose,CA,95111,Santa Clara,USA,ship-ebay@example.com,(408) 555-1306,eBay Billing,eBay Commerce,104 Orchard St,Suite 140,Standard billing profile,San Jose,CA,95110,Santa Clara,USA,billing-ebay@example.com,(408) 555-1305,,,,,,,1,2026-03-13,173451-1183CITIZEN-25-STD,,,Susan Stretch Denim Skinny Jeans Medium Blue 5 Pocket Wash,,,EA,,,,,,,,4,0,0,4,,30.07,,120.28,120.28,0.00,0.00,120.28,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-13,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,AMZ-eCom,AMZ eCom,,,USD,68.26,,70.45,,,0,0.00,0,0.00,2.19,,,,,,0,,70.45,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10001,10565,10001-260313-000013,,,,,,,,,AMZ eCom Shipping,Alex Reed,Nora Lane,AMZ eCom Retail,201 Harbor Ave,Dock 1,Main ship location,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,AMZ eCom Billing,AMZ eCom Retail,101 Sunset Blvd,Suite 110,Primary billing profile,Los Angeles,CA,90001,Los Angeles,USA,billing-amz-ecom@example.com,(213) 555-1005,,,,,,,1,2026-03-13,AVIANA-06-BLACK-8.5,,,FUR SLIPPER,,,EA,,,,,,,,2,0,0,2,,19.37,,38.74,38.74,0.00,0.00,38.74,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-13,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,AMZ-eCom,AMZ eCom,,,USD,68.26,,70.45,,,0,0.00,0,0.00,2.19,,,,,,0,,70.45,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10001,10565,10001-260313-000013,,,,,,,,,AMZ eCom Shipping,Alex Reed,Nora Lane,AMZ eCom Retail,201 Harbor Ave,Dock 1,Main ship location,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,AMZ eCom Billing,AMZ eCom Retail,101 Sunset Blvd,Suite 110,Primary billing profile,Los Angeles,CA,90001,Los Angeles,USA,billing-amz-ecom@example.com,(213) 555-1005,,,,,,,2,2026-03-13,AVIANA-06-BLACK-9.5,,,FUR SLIPPER,,,EA,,,,,,,,2,0,0,2,,14.76,,29.52,29.52,0.00,0.00,29.52,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-14,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,AMZ-eCom,AMZ eCom,,,USD,78.51,,82.85,,,0,0.00,0,0.00,4.34,,,,,,0,,82.85,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10001,10565,10001-260313-000014,,,,,,,,,AMZ eCom Shipping,Alex Reed,Nora Lane,AMZ eCom Retail,201 Harbor Ave,Dock 1,Main ship location,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,AMZ eCom Billing,AMZ eCom Retail,101 Sunset Blvd,Suite 110,Primary billing profile,Los Angeles,CA,90001,Los Angeles,USA,billing-amz-ecom@example.com,(213) 555-1005,,,,,,,1,2026-03-13,CORA-01-BLK-A12,,,CROSS FRONT SANDAL,,,EA,,,,,,,,3,0,0,3,,26.17,,78.51,78.51,0.00,0.00,78.51,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260313-15,1,0,2026-03-13,2026-03-15,2026-04-12,2026-03-13,,,,,Magento,Magento,,,USD,139.40,,147.37,,,0,0.00,0,0.00,7.97,,,,,,0,,147.37,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,20003,10581,20003-260313-000015,,,,,,,,,Magento Shipping,Morgan Lee,Cora Knox,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,Magento Billing,Magento Platform,116 Wilshire Blvd,Suite 260,Platform billing profile,Los Angeles,CA,90007,Los Angeles,USA,billing-magento@example.com,(213) 555-2505,,,,,,,1,2026-03-13,FD9801506P-CHERRY-2X-STD,,,Natalia Solid Button-Up Wrap Lantern Sleeve Dress,,,EA,,,,,,,,4,0,0,4,,34.85,,139.40,139.40,0.00,0.00,139.40,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
