OrderNumber,OrderType,OrderStatus,OrderDate,ShipDate,DueDate,BillDate,EtaArrivalDate,EarliestShipDate,LatestShipDate,SignatureFlag,CustomerCode,CustomerName,Terms,TermsDays,Currency,SubTotalAmount,SalesAmount,TotalAmount,TaxableAmount,NonTaxableAmount,TaxRate,TaxAmount,DiscountRate,DiscountAmount,ShippingAmount,ShippingTaxAmount,MiscAmount,MiscTaxAmount,ChargeAndAllowanceAmount,ChannelAmount,PaidAmount,CreditAmount,Balance,DepositAmount,SalesRep,SalesRep2,SalesRep3,SalesRep4,CommissionRate,CommissionRate2,CommissionRate3,CommissionRate4,TotalWeight,ActualWeight,CancelCode,SalesDivision,CustomerSource,Fulfillment Status,Financial Status,AmountRefunded,IsEdi,ShippingCarrier,ShippingClass,MainTrackingNumber,MainReturnTrackingNumber,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,Carton,EndBuyerUserID,EndBuyerName,EndBuyerEmail,ShipToName,ShipToFirstName,ShipToLastName,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToAddressLine3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAddressLine1,BillToAddressLine2,BillToAddressLine3,BillToCity,BillToState,BillToPostalCode,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,Notes,ShippingCode,WarehouseCode,ShipmentID,DepartmentCode,DivisionCode,Seq,ItemDate,SKU,UPC,CustomerSKU,SKUTitle,LotNum,Description,UOM,PackType,PackQty,PackPrice,OrderPack,ShipPack,CancelledPack,OpenPack,OrderQty,ShipQty,CancelledQty,OpenQty,PriceRule,Price,DiscountPrice,ExtAmount,ItemTotalAmount,ShipAmount,CancelledAmount,OpenAmount,Stockable,Taxable,Costable,IsProfit,LotInDate,LotExpDate,DBChannelOrderLineRowID,ItemShippingAmount,ShippingCost,ItemTaxAmount,ItemShippingTaxAmount,ItemDiscountRate,ItemDiscountAmount,ItemNotes,ItemCancelCode,Lineitem fulfillment status,Lineitem taxable,ChannelItemID,EAN,MPN,ExternalBarcode,PodInfo
20260311-8,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,AMZ-eCom,AMZ eCom,,,USD,101.71,,102.03,,,0,0.00,0,0.00,0.32,,,,,,0,,102.03,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10001,10565,10001-260311-000008,,,,,,,,,AMZ eCom,Alex,Reed,AMZ eCom,Los Angeles Warehouse,Dock 1,Primary Ship Address,Los Angeles,CA,90002,Los Angeles,USA,amz-ecom@customers.example.com,(213) 555-1001,AMZ eCom,AMZ eCom,Los Angeles Billing Office,Suite 100,Primary Bill Address,Los Angeles,CA,90001,Los Angeles,USA,amz-ecom@customers.example.com,(213) 555-1001,,,,,,,1,2026-03-11,173451-1183CITIZEN-19-34,,,Susan Stretch Denim Skinny Jeans Medium Blue 5 Pocket Wash,,,EA,,,,,,,,1,0,0,1,,44.39,,44.39,44.39,0.00,0.00,44.39,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-8,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,AMZ-eCom,AMZ eCom,,,USD,101.71,,102.03,,,0,0.00,0,0.00,0.32,,,,,,0,,102.03,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10001,10565,10001-260311-000008,,,,,,,,,AMZ eCom,Alex,Reed,AMZ eCom,Los Angeles Warehouse,Dock 1,Primary Ship Address,Los Angeles,CA,90002,Los Angeles,USA,amz-ecom@customers.example.com,(213) 555-1001,AMZ eCom,AMZ eCom,Los Angeles Billing Office,Suite 100,Primary Bill Address,Los Angeles,CA,90001,Los Angeles,USA,amz-ecom@customers.example.com,(213) 555-1001,,,,,,,2,2026-03-11,CORA-01-TAUP-7,,,CROSS FRONT SANDAL,,,EA,,,,,,,,4,0,0,4,,14.33,,57.32,57.32,0.00,0.00,57.32,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-9,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,wh-Golden-SA,Golden State Apparel,,,USD,408.00,,408.39,,,0,0.00,0,0.00,0.39,,,,,,0,,408.39,,Rina Patel,Chris Wong,,,,,,,,,,,, , ,,,,,,,90015,19015,90015-260311-000009,,,,,,,,,Golden State Apparel,Noah,Nash,Golden State Apparel,San Jose Warehouse,Dock 1,Primary Ship Address,San Jose,CA,95323,Santa Clara,USA,wh-golden-sa@customers.example.com,(408) 662-1078,Golden State Apparel,Golden State Apparel,San Jose Billing Office,Suite 100,Primary Bill Address,San Jose,CA,95123,Santa Clara,USA,wh-golden-sa@customers.example.com,(408) 662-1078,,,,,,,1,2026-03-11,F13031C-1742VNTGCO-32-STD,,,Cayden Vintage Beujolias Corduroy Skinny Jeans,,,EA,,,,,,,,12,0,0,12,,34.00,,408.00,408.00,0.00,0.00,408.00,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-10,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,AMZ-eCom,AMZ eCom,,,USD,96.70,,111.65,,,0,0.00,0,0.00,14.95,,,,,,0,,111.65,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10001,10565,10001-260311-000010,,,,,,,,,AMZ eCom,Alex,Reed,AMZ eCom,Los Angeles Warehouse,Dock 1,Primary Ship Address,Los Angeles,CA,90002,Los Angeles,USA,amz-ecom@customers.example.com,(213) 555-1001,AMZ eCom,AMZ eCom,Los Angeles Billing Office,Suite 100,Primary Bill Address,Los Angeles,CA,90001,Los Angeles,USA,amz-ecom@customers.example.com,(213) 555-1001,,,,,,,1,2026-03-11,ADELINE-02-PINK-9,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,2,0,0,2,,48.35,,96.70,96.70,0.00,0.00,96.70,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-11,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,JCPenney,JCPenney,,,USD,105.10,,105.10,,,0,0.00,0,0.00,0.00,,,,,,0,,105.10,,Rina Patel,Dana Ross,,,,,,,,,,,, , ,,,,,,,30007,10575,30007-260311-000011,,,,,,,,,JCPenney,Alex,Reed,JCPenney,San Diego Warehouse,Dock 1,Primary Ship Address,San Diego,CA,92106,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,JCPenney,JCPenney,San Diego Billing Office,Suite 100,Primary Bill Address,San Diego,CA,92105,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,,,,,,,1,2026-03-11,CORA-01-CAME-6,,,CROSS FRONT SANDAL,,,EA,,,,,,,,2,0,0,2,,14.71,,29.42,29.42,0.00,0.00,29.42,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-11,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,JCPenney,JCPenney,,,USD,105.10,,105.10,,,0,0.00,0,0.00,0.00,,,,,,0,,105.10,,Rina Patel,Dana Ross,,,,,,,,,,,, , ,,,,,,,30007,10575,30007-260311-000011,,,,,,,,,JCPenney,Alex,Reed,JCPenney,San Diego Warehouse,Dock 1,Primary Ship Address,San Diego,CA,92106,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,JCPenney,JCPenney,San Diego Billing Office,Suite 100,Primary Bill Address,San Diego,CA,92105,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,,,,,,,2,2026-03-11,CAMILA-06-GREEN-12,,,COSS FRONT SLIP ON SLIDES,,,EA,,,,,,,,1,0,0,1,,25.18,,25.18,25.18,0.00,0.00,25.18,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-11,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,JCPenney,JCPenney,,,USD,105.10,,105.10,,,0,0.00,0,0.00,0.00,,,,,,0,,105.10,,Rina Patel,Dana Ross,,,,,,,,,,,, , ,,,,,,,30007,10575,30007-260311-000011,,,,,,,,,JCPenney,Alex,Reed,JCPenney,San Diego Warehouse,Dock 1,Primary Ship Address,San Diego,CA,92106,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,JCPenney,JCPenney,San Diego Billing Office,Suite 100,Primary Bill Address,San Diego,CA,92105,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,,,,,,,3,2026-03-11,F13031C-1742VNTGBJ-30-STD,,,Cayden Vintage Beujolias Corduroy Skinny Jeans,,,EA,,,,,,,,2,0,0,2,,25.25,,50.50,50.50,0.00,0.00,50.50,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-12,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,Etsy-VS,Etsy VS,,,USD,84.13,,98.88,,,0,0.00,0,0.00,14.75,,,,,,0,,98.88,,Rina Patel,Dana Ross,,,,,,,,,,,, , ,,,,,,,10008,10572,10008-260311-000012,,,,,,,,,Etsy VS,Jamie,Clark,Etsy VS,Los Angeles Warehouse,Dock 1,Primary Ship Address,Los Angeles,CA,90004,Los Angeles,USA,etsy-vs@customers.example.com,(213) 555-1501,Etsy VS,Etsy VS,Los Angeles Billing Office,Suite 100,Primary Bill Address,Los Angeles,CA,90003,Los Angeles,USA,etsy-vs@customers.example.com,(213) 555-1501,,,,,,,1,2026-03-11,FA13501DM-RINSEWSFT-29-30,,,Maya Basic Dark Handsand Wash Midrise Skinny Jeans,,,EA,,,,,,,,1,0,0,1,,17.03,,17.03,17.03,0.00,0.00,17.03,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-12,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,Etsy-VS,Etsy VS,,,USD,84.13,,98.88,,,0,0.00,0,0.00,14.75,,,,,,0,,98.88,,Rina Patel,Dana Ross,,,,,,,,,,,, , ,,,,,,,10008,10572,10008-260311-000012,,,,,,,,,Etsy VS,Jamie,Clark,Etsy VS,Los Angeles Warehouse,Dock 1,Primary Ship Address,Los Angeles,CA,90004,Los Angeles,USA,etsy-vs@customers.example.com,(213) 555-1501,Etsy VS,Etsy VS,Los Angeles Billing Office,Suite 100,Primary Bill Address,Los Angeles,CA,90003,Los Angeles,USA,etsy-vs@customers.example.com,(213) 555-1501,,,,,,,2,2026-03-11,CAMILA-06-NUDE-10,,,COSS FRONT SLIP ON SLIDES,,,EA,,,,,,,,2,0,0,2,,33.55,,67.10,67.10,0.00,0.00,67.10,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-13,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,JCPenney,JCPenney,,,USD,120.28,,135.93,,,0,0.00,0,0.00,15.65,,,,,,0,,135.93,,Rina Patel,Dana Ross,,,,,,,,,,,, , ,,,,,,,30007,10575,30007-260311-000013,,,,,,,,,JCPenney,Alex,Reed,JCPenney,San Diego Warehouse,Dock 1,Primary Ship Address,San Diego,CA,92106,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,JCPenney,JCPenney,San Diego Billing Office,Suite 100,Primary Bill Address,San Diego,CA,92105,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,,,,,,,1,2026-03-11,ADELINE-02-CAMEL-A12,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,4,0,0,4,,30.07,,120.28,120.28,0.00,0.00,120.28,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-14,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,AMZ-eCom,AMZ eCom,,,USD,68.26,,70.45,,,0,0.00,0,0.00,2.19,,,,,,0,,70.45,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10001,10565,10001-260311-000014,,,,,,,,,AMZ eCom,Alex,Reed,AMZ eCom,Los Angeles Warehouse,Dock 1,Primary Ship Address,Los Angeles,CA,90002,Los Angeles,USA,amz-ecom@customers.example.com,(213) 555-1001,AMZ eCom,AMZ eCom,Los Angeles Billing Office,Suite 100,Primary Bill Address,Los Angeles,CA,90001,Los Angeles,USA,amz-ecom@customers.example.com,(213) 555-1001,,,,,,,1,2026-03-11,AVIANA-06-WHITE-8,,,FUR SLIPPER,,,EA,,,,,,,,2,0,0,2,,19.37,,38.74,38.74,0.00,0.00,38.74,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-14,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,AMZ-eCom,AMZ eCom,,,USD,68.26,,70.45,,,0,0.00,0,0.00,2.19,,,,,,0,,70.45,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10001,10565,10001-260311-000014,,,,,,,,,AMZ eCom,Alex,Reed,AMZ eCom,Los Angeles Warehouse,Dock 1,Primary Ship Address,Los Angeles,CA,90002,Los Angeles,USA,amz-ecom@customers.example.com,(213) 555-1001,AMZ eCom,AMZ eCom,Los Angeles Billing Office,Suite 100,Primary Bill Address,Los Angeles,CA,90001,Los Angeles,USA,amz-ecom@customers.example.com,(213) 555-1001,,,,,,,2,2026-03-11,AVIANA-06-WHITE-9,,,FUR SLIPPER,,,EA,,,,,,,,2,0,0,2,,14.76,,29.52,29.52,0.00,0.00,29.52,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-15,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,eBay,eBay,,,USD,78.51,,82.85,,,0,0.00,0,0.00,4.34,,,,,,0,,82.85,,Dana Ross,Eli Grant,,,,,,,,,,,, , ,,,,,,,10004,10570,10004-260311-000015,,,,,,,,,eBay,Morgan,Lee,eBay,San Jose Warehouse,Dock 1,Primary Ship Address,San Jose,CA,95111,Santa Clara,USA,ebay@customers.example.com,(408) 555-1301,eBay,eBay,San Jose Billing Office,Suite 100,Primary Bill Address,San Jose,CA,95110,Santa Clara,USA,ebay@customers.example.com,(408) 555-1301,,,,,,,1,2026-03-11,CORA-01-FUCH-8,,,CROSS FRONT SANDAL,,,EA,,,,,,,,3,0,0,3,,26.17,,78.51,78.51,0.00,0.00,78.51,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-16,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,wh-Golden-SA,Golden State Apparel,,,USD,393.00,,400.97,,,0,0.00,0,0.00,7.97,,,,,,0,,400.97,,Rina Patel,Chris Wong,,,,,,,,,,,, , ,,,,,,,90015,19015,90015-260311-000016,,,,,,,,,Golden State Apparel,Noah,Nash,Golden State Apparel,San Jose Warehouse,Dock 1,Primary Ship Address,San Jose,CA,95323,Santa Clara,USA,wh-golden-sa@customers.example.com,(408) 662-1078,Golden State Apparel,Golden State Apparel,San Jose Billing Office,Suite 100,Primary Bill Address,San Jose,CA,95123,Santa Clara,USA,wh-golden-sa@customers.example.com,(408) 662-1078,,,,,,,1,2026-03-11,CORA-01-LEOP-12,,,CROSS FRONT SANDAL,,,EA,,,,,,,,16,0,0,16,,10.75,,172.00,172.00,0.00,0.00,172.00,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260311-16,1,0,2026-03-11,2026-03-13,2026-04-10,2026-03-11,,,,,wh-Golden-SA,Golden State Apparel,,,USD,393.00,,400.97,,,0,0.00,0,0.00,7.97,,,,,,0,,400.97,,Rina Patel,Chris Wong,,,,,,,,,,,, , ,,,,,,,90015,19015,90015-260311-000016,,,,,,,,,Golden State Apparel,Noah,Nash,Golden State Apparel,San Jose Warehouse,Dock 1,Primary Ship Address,San Jose,CA,95323,Santa Clara,USA,wh-golden-sa@customers.example.com,(408) 662-1078,Golden State Apparel,Golden State Apparel,San Jose Billing Office,Suite 100,Primary Bill Address,San Jose,CA,95123,Santa Clara,USA,wh-golden-sa@customers.example.com,(408) 662-1078,,,,,,,2,2026-03-11,ADELINE-02-WHITE-10,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,12,0,0,12,,11.50,,138.00,138.00,0.00,0.00,138.00,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
