PoNum,PoType,PoStatus,PoDate,EtaShipDate,EtaArrivalDate,CancelDate,VendorCode,VendorName,Currency,SubTotalAmount,TotalAmount,TaxRate,TaxAmount,TaxableAmount,NonTaxableAmount,ShippingCarrier,ShippingClass,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,CustomerCode,CustomerName,OrderNumber,InvoiceNumber,ShipToName,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAttention,BillToAddressLine1,BillToAddressLine2,BillToCity,BillToState,BillToStateFullName,BillToPostalCode,BillToPostalCodeExt,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,BillToNightPhone,Notes,Container,Seq,WarehouseCode,SKU,Description,ItemTotalAmount,PoQty,Price,ItemNotes,UPC,EAN,MPN,ExternalBarcode,VendorSku
PO2023000004,0,1,2023-01-12,2023-01-18,2023-01-26,2023-02-20,BAY-FW,,USD,2475.25,2475.25,0,0.00,2475.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,ADELINE-02-BLACK-8,WOVEN SLIDE SANDAL,92.00,8,11.50,,,,,,ADELINE-02-BLACK-8
PO2023000004,0,1,2023-01-12,2023-01-18,2023-01-26,2023-02-20,BAY-FW,,USD,2475.25,2475.25,0,0.00,2475.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,FA13501DM-1464KINGSC-27-30,Maya Basic Dark Handsand Wash Midrise Skinny Jeans,170.00,5,34.00,,8.09667E+11,,,,FA13501DM-1464KINGSC-27-30
PO2023000004,0,1,2023-01-12,2023-01-18,2023-01-26,2023-02-20,BAY-FW,,USD,2475.25,2475.25,0,0.00,2475.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,AVIANA-06-PINK-10,FUR SLIPPER,16.25,1,16.25,,,,,,AVIANA-06-PINK-10
PO2023000004,0,1,2023-01-12,2023-01-18,2023-01-26,2023-02-20,BAY-FW,,USD,2475.25,2475.25,0,0.00,2475.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,01,CORA-01-TAUP-S,CROSS FRONT SANDAL,258.00,2,129.00,,,,,,CORA-01-TAUP-S
PO2023000004,0,1,2023-01-12,2023-01-18,2023-01-26,2023-02-20,BAY-FW,,USD,2475.25,2475.25,0,0.00,2475.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,01,FA16105WV-MIDNIGHTBLUE-M-STD,Patricia Woven Chiffon Midnight Blue Palazzo Pant W Elastic Waist,585.00,15,39.00,,809666795547,,,,FA16105WV-MIDNIGHTBLUE-M-STD
PO2023000004,0,1,2023-01-12,2023-01-18,2023-01-26,2023-02-20,BAY-FW,,USD,2475.25,2475.25,0,0.00,2475.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,01,CAMILA-06-BLACK-B12,COSS FRONT SLIP ON SLIDES,864.00,9,96.00,,,,,,CAMILA-06-BLACK-B12
PO2023000005,0,1,2023-01-29,2023-02-07,2023-02-10,2023-02-26,OAKLAND-UA,,USD,185.00,185.00,0,0.00,185.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,ADELINE-03-TAUPE-8.5,BUCKLE FRONT FLAT SANDALS,185.00,10,18.50,,,,,,ADELINE-03-TAUPE-8.5
PO2023000006,0,1,2023-02-21,2023-03-09,2023-03-24,2023-03-29,IRVINE-ES,,USD,1628.90,1628.90,0,0.00,1628.90,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,AVIANA-06-PINK-S,FUR SLIPPER,1160.25,13,89.25,,,,,,AVIANA-06-PINK-S
PO2023000006,0,1,2023-02-21,2023-03-09,2023-03-24,2023-03-29,IRVINE-ES,,USD,1628.90,1628.90,0,0.00,1628.90,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,ADELINE-02-PINK-6.5,WOVEN SLIDE SANDAL,126.50,11,11.50,,,,,,ADELINE-02-PINK-6.5
PO2023000006,0,1,2023-02-21,2023-03-09,2023-03-24,2023-03-29,IRVINE-ES,,USD,1628.90,1628.90,0,0.00,1628.90,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,CAMILA-06-NUDE-9.5,COSS FRONT SLIP ON SLIDES,104.00,13,8.00,,,,,,CAMILA-06-NUDE-9.5
PO2023000006,0,1,2023-02-21,2023-03-09,2023-03-24,2023-03-29,IRVINE-ES,,USD,1628.90,1628.90,0,0.00,1628.90,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,ASTRID-01-GREY-B12,SLIP ON SNEAKER,238.15,5,47.63,,,,,,ASTRID-01-GREY-B12
PO2023000007,0,1,2023-02-03,2023-02-15,2023-02-25,2023-03-12,ANAHEIM-PF,,USD,2464.77,2464.77,0,0.00,2464.77,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,CAMILA-06-GREEN-A12,COSS FRONT SLIP ON SLIDES,1248.00,13,96.00,,,,,,CAMILA-06-GREEN-A12
PO2023000007,0,1,2023-02-03,2023-02-15,2023-02-25,2023-03-12,ANAHEIM-PF,,USD,2464.77,2464.77,0,0.00,2464.77,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,ASTRID-01-GREY-A12,SLIP ON SNEAKER,653.52,14,46.68,,,,,,ASTRID-01-GREY-A12
PO2023000007,0,1,2023-02-03,2023-02-15,2023-02-25,2023-03-12,ANAHEIM-PF,,USD,2464.77,2464.77,0,0.00,2464.77,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,ADELINE-03-BROWN-7.5,BUCKLE FRONT FLAT SANDALS,92.50,5,18.50,,,,,,ADELINE-03-BROWN-7.5
PO2023000007,0,1,2023-02-03,2023-02-15,2023-02-25,2023-03-12,ANAHEIM-PF,,USD,2464.77,2464.77,0,0.00,2464.77,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,ASTRID-01-BLACK-6,SLIP ON SNEAKER,62.25,3,20.75,,,,,,ASTRID-01-BLACK-6
PO2023000007,0,1,2023-02-03,2023-02-15,2023-02-25,2023-03-12,ANAHEIM-PF,,USD,2464.77,2464.77,0,0.00,2464.77,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,01,CORA-01-CAME-6,CROSS FRONT SANDAL,107.50,10,10.75,,,,,,CORA-01-CAME-6
PO2023000007,0,1,2023-02-03,2023-02-15,2023-02-25,2023-03-12,ANAHEIM-PF,,USD,2464.77,2464.77,0,0.00,2464.77,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,01,CORA-01-LEOP-12,CROSS FRONT SANDAL,204.25,19,10.75,,,,,,CORA-01-LEOP-12
PO2023000007,0,1,2023-02-03,2023-02-15,2023-02-25,2023-03-12,ANAHEIM-PF,,USD,2464.77,2464.77,0,0.00,2464.77,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,01,CORA-01-BLK-9.5,CROSS FRONT SANDAL,96.75,9,10.75,,,,,,CORA-01-BLK-9.5
PO2023000008,0,1,2023-02-10,2023-02-20,2023-03-02,2023-04-11,PASADENA-SB,,USD,711.25,711.25,0,0.00,711.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,CAMILA-06-LILAC-8,COSS FRONT SLIP ON SLIDES,24.00,3,8.00,,,,,,CAMILA-06-LILAC-8
PO2023000008,0,1,2023-02-10,2023-02-20,2023-03-02,2023-04-11,PASADENA-SB,,USD,711.25,711.25,0,0.00,711.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,CORA-01-CAME-8,CROSS FRONT SANDAL,182.75,17,10.75,,,,,,CORA-01-CAME-8
PO2023000008,0,1,2023-02-10,2023-02-20,2023-03-02,2023-04-11,PASADENA-SB,,USD,711.25,711.25,0,0.00,711.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,F13031C-1742VNTGST-31-STD,Cayden Vintage Beujolias Corduroy Skinny Jeans,34.00,1,34.00,,809666255119,,,,F13031C-1742VNTGST-31-STD
PO2023000008,0,1,2023-02-10,2023-02-20,2023-03-02,2023-04-11,PASADENA-SB,,USD,711.25,711.25,0,0.00,711.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,ADELINE-03-BROWN-12,BUCKLE FRONT FLAT SANDALS,240.50,13,18.50,,,,,,ADELINE-03-BROWN-12
PO2023000008,0,1,2023-02-10,2023-02-20,2023-03-02,2023-04-11,PASADENA-SB,,USD,711.25,711.25,0,0.00,711.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,01,ADELINE-02-CAMEL-5.5,WOVEN SLIDE SANDAL,230.00,20,11.50,,,,,,ADELINE-02-CAMEL-5.5
PO2023000009,0,1,2023-03-12,2023-03-25,2023-03-31,2023-04-17,GOLDEN-SA,,USD,1225.50,1225.50,0,0.00,1225.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,AUSTIN-06-WHITE-5,SNEAKER,180.00,18,10.00,,,,,,AUSTIN-06-WHITE-5
PO2023000009,0,1,2023-03-12,2023-03-25,2023-03-31,2023-04-17,GOLDEN-SA,,USD,1225.50,1225.50,0,0.00,1225.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,FB3601737-3219UNFORGV-26-STD,Light Hand-Sanded Denim Stretch High-Waist Slit Hem Jeans,390.00,10,39.00,,809666434361,,,,FB3601737-3219UNFORGV-26-STD
PO2023000009,0,1,2023-03-12,2023-03-25,2023-03-31,2023-04-17,GOLDEN-SA,,USD,1225.50,1225.50,0,0.00,1225.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,ADELINE-03-TAUPE-6.5,BUCKLE FRONT FLAT SANDALS,203.50,11,18.50,,,,,,ADELINE-03-TAUPE-6.5
PO2023000009,0,1,2023-03-12,2023-03-25,2023-03-31,2023-04-17,GOLDEN-SA,,USD,1225.50,1225.50,0,0.00,1225.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,CAMILA-06-NUDE-11,COSS FRONT SLIP ON SLIDES,120.00,15,8.00,,,,,,CAMILA-06-NUDE-11
PO2023000009,0,1,2023-03-12,2023-03-25,2023-03-31,2023-04-17,GOLDEN-SA,,USD,1225.50,1225.50,0,0.00,1225.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,01,ASTRID-01-GREY-11,SLIP ON SNEAKER,332.00,16,20.75,,,,,,ASTRID-01-GREY-11
PO2023000010,0,1,2023-03-18,2023-04-06,2023-04-09,2023-05-05,PACIFIC-CM,,USD,1437.59,1437.59,0,0.00,1437.59,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,AVIANA-06-BLACK-S,FUR SLIPPER,1049.07,17,61.71,,,,,,AVIANA-06-BLACK-S
PO2023000010,0,1,2023-03-18,2023-04-06,2023-04-09,2023-05-05,PACIFIC-CM,,USD,1437.59,1437.59,0,0.00,1437.59,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,ASTRID-01-BLACK-S,SLIP ON SNEAKER,236.52,2,118.26,,,,,,ASTRID-01-BLACK-S
PO2023000010,0,1,2023-03-18,2023-04-06,2023-04-09,2023-05-05,PACIFIC-CM,,USD,1437.59,1437.59,0,0.00,1437.59,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,CAMILA-06-NUDE-5.5,COSS FRONT SLIP ON SLIDES,152.00,19,8.00,,,,,,CAMILA-06-NUDE-5.5
PO2023000011,0,1,2023-03-20,2023-03-30,2023-04-10,2023-04-18,SILICON-GC,,USD,598.25,598.25,0,0.00,598.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,ADELINE-02-WHITE-9,WOVEN SLIDE SANDAL,46.00,4,11.50,,,,,,ADELINE-02-WHITE-9
PO2023000011,0,1,2023-03-20,2023-03-30,2023-04-10,2023-04-18,SILICON-GC,,USD,598.25,598.25,0,0.00,598.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,ADELINE-02-BLACK-6.5,WOVEN SLIDE SANDAL,92.00,8,11.50,,,,,,ADELINE-02-BLACK-6.5
PO2023000011,0,1,2023-03-20,2023-03-30,2023-04-10,2023-04-18,SILICON-GC,,USD,598.25,598.25,0,0.00,598.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,ADELINE-03-BLACK-6.5,BUCKLE FRONT FLAT SANDALS,277.50,15,18.50,,,,,,ADELINE-03-BLACK-6.5
PO2023000011,0,1,2023-03-20,2023-03-30,2023-04-10,2023-04-18,SILICON-GC,,USD,598.25,598.25,0,0.00,598.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,CORA-01-CAME-7,CROSS FRONT SANDAL,182.75,17,10.75,,,,,,CORA-01-CAME-7
PO2023000012,0,1,2023-03-03,2023-03-15,2023-03-28,2023-03-28,BAY-FW,,USD,1363.00,1363.00,0,0.00,1363.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,CORA-01-LEOP-9.5,CROSS FRONT SANDAL,21.50,2,10.75,,,,,,CORA-01-LEOP-9.5
PO2023000012,0,1,2023-03-03,2023-03-15,2023-03-28,2023-03-28,BAY-FW,,USD,1363.00,1363.00,0,0.00,1363.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,CORA-01-BLK-7.5,CROSS FRONT SANDAL,129.00,12,10.75,,,,,,CORA-01-BLK-7.5
PO2023000012,0,1,2023-03-03,2023-03-15,2023-03-28,2023-03-28,BAY-FW,,USD,1363.00,1363.00,0,0.00,1363.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,FA13512DM-1847DPOCN-26-30,Angie Stud Bling Pocket Low Rise Skinny Jeans,374.00,11,34.00,,8.09667E+11,,,,FA13512DM-1847DPOCN-26-30
PO2023000012,0,1,2023-03-03,2023-03-15,2023-03-28,2023-03-28,BAY-FW,,USD,1363.00,1363.00,0,0.00,1363.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,CORA-01-BLK-10,CROSS FRONT SANDAL,107.50,10,10.75,,,,,,CORA-01-BLK-10
PO2023000012,0,1,2023-03-03,2023-03-15,2023-03-28,2023-03-28,BAY-FW,,USD,1363.00,1363.00,0,0.00,1363.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,01,CORA-01-YLW-A12,CROSS FRONT SANDAL,645.00,5,129.00,,,,,,CORA-01-YLW-A12
PO2023000012,0,1,2023-03-03,2023-03-15,2023-03-28,2023-03-28,BAY-FW,,USD,1363.00,1363.00,0,0.00,1363.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,01,CORA-01-YLW-8.5,CROSS FRONT SANDAL,86.00,8,10.75,,,,,,CORA-01-YLW-8.5
PO2023000013,0,1,2023-03-02,2023-03-19,2023-03-31,2023-03-31,OAKLAND-UA,,USD,1146.50,1146.50,0,0.00,1146.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,FD9801506P-CHERRY-3X-STD,Natalia Solid Button-Up Wrap Lantern Sleeve Dress,294.00,6,49.00,,809666395334,,,,FD9801506P-CHERRY-3X-STD
PO2023000013,0,1,2023-03-02,2023-03-19,2023-03-31,2023-03-31,OAKLAND-UA,,USD,1146.50,1146.50,0,0.00,1146.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,AUSTIN-06-CAMEL-8.5,SNEAKER,120.00,12,10.00,,,,,,AUSTIN-06-CAMEL-8.5
PO2023000013,0,1,2023-03-02,2023-03-19,2023-03-31,2023-03-31,OAKLAND-UA,,USD,1146.50,1146.50,0,0.00,1146.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,CORA-01-LEOP-7,CROSS FRONT SANDAL,193.50,18,10.75,,,,,,CORA-01-LEOP-7
PO2023000013,0,1,2023-03-02,2023-03-19,2023-03-31,2023-03-31,OAKLAND-UA,,USD,1146.50,1146.50,0,0.00,1146.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,FD3601033-3022FROZENPD-S-STD,Jay-Low Tencel Denim Shirtdress - Chiffon Collar and Tie Sleeve,539.00,11,49.00,,809666343809,,,,FD3601033-3022FROZENPD-S-STD
PO2023000014,0,1,2023-04-19,2023-05-05,2023-05-17,2023-06-09,IRVINE-ES,,USD,601.00,601.00,0,0.00,601.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,F13031C-1742VNTGDM-24-STD,Cayden Vintage Beujolias Corduroy Skinny Jeans,272.00,8,34.00,,809666254952,,,,F13031C-1742VNTGDM-24-STD
PO2023000014,0,1,2023-04-19,2023-05-05,2023-05-17,2023-06-09,IRVINE-ES,,USD,601.00,601.00,0,0.00,601.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,ASTRID-01-GREY-8.5,SLIP ON SNEAKER,249.00,12,20.75,,,,,,ASTRID-01-GREY-8.5
PO2023000014,0,1,2023-04-19,2023-05-05,2023-05-17,2023-06-09,IRVINE-ES,,USD,601.00,601.00,0,0.00,601.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,AUSTIN-06-BLUSH-8,SNEAKER,80.00,8,10.00,,,,,,AUSTIN-06-BLUSH-8
PO2023000015,0,1,2023-04-01,2023-04-09,2023-04-11,2023-05-26,ANAHEIM-PF,,USD,947.50,947.50,0,0.00,947.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,FA13512DM-1847DPOCN-27-30,Angie Stud Bling Pocket Low Rise Skinny Jeans,408.00,12,34.00,,8.09667E+11,,,,FA13512DM-1847DPOCN-27-30
PO2023000015,0,1,2023-04-01,2023-04-09,2023-04-11,2023-05-26,ANAHEIM-PF,,USD,947.50,947.50,0,0.00,947.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,CAMILA-06-TAUPE-9.5,COSS FRONT SLIP ON SLIDES,48.00,6,8.00,,,,,,CAMILA-06-TAUPE-9.5
PO2023000015,0,1,2023-04-01,2023-04-09,2023-04-11,2023-05-26,ANAHEIM-PF,,USD,947.50,947.50,0,0.00,947.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,FA16023WV-MIDNIGHTCAMO-XL-STD,GGT wrap kimono maxi dress,273.00,7,39.00,,809666795783,,,,FA16023WV-MIDNIGHTCAMO-XL-STD
PO2023000015,0,1,2023-04-01,2023-04-09,2023-04-11,2023-05-26,ANAHEIM-PF,,USD,947.50,947.50,0,0.00,947.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,ADELINE-02-BLACK-7.5,WOVEN SLIDE SANDAL,218.50,19,11.50,,,,,,ADELINE-02-BLACK-7.5
PO2023000016,0,1,2023-04-30,2023-05-05,2023-05-12,2023-06-20,PASADENA-SB,,USD,334.25,334.25,0,0.00,334.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,CAMILA-06-BLACK-6.5,COSS FRONT SLIP ON SLIDES,96.00,12,8.00,,,,,,CAMILA-06-BLACK-6.5
PO2023000016,0,1,2023-04-30,2023-05-05,2023-05-12,2023-06-20,PASADENA-SB,,USD,334.25,334.25,0,0.00,334.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01,AUSTIN-06-BLUSH-9,SNEAKER,10.00,1,10.00,,,,,,AUSTIN-06-BLUSH-9
PO2023000016,0,1,2023-04-30,2023-05-05,2023-05-12,2023-06-20,PASADENA-SB,,USD,334.25,334.25,0,0.00,334.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,01,ASTRID-01-BLUSH-9,SLIP ON SNEAKER,41.50,2,20.75,,,,,,ASTRID-01-BLUSH-9
PO2023000016,0,1,2023-04-30,2023-05-05,2023-05-12,2023-06-20,PASADENA-SB,,USD,334.25,334.25,0,0.00,334.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,01,AVIANA-06-PINK-9,FUR SLIPPER,178.75,11,16.25,,,,,,AVIANA-06-PINK-9
PO2023000016,0,1,2023-04-30,2023-05-05,2023-05-12,2023-06-20,PASADENA-SB,,USD,334.25,334.25,0,0.00,334.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,01,CAMILA-06-GREEN-7.5,COSS FRONT SLIP ON SLIDES,8.00,1,8.00,,,,,,CAMILA-06-GREEN-7.5
PO2023000017,0,1,2023-04-14,2023-04-26,2023-05-05,2023-05-28,GOLDEN-SA,,USD,384.00,384.00,0,0.00,384.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,173451-1183CITIZEN-11-STD,Susan Stretch Denim Skinny Jeans Medium Blue 5 Pocket Wash,384.00,16,24.00,,809666377910,,,,173451-1183CITIZEN-11-STD
PO2023000018,0,1,2023-05-23,2023-06-01,2023-06-03,2023-07-22,PACIFIC-CM,,USD,2496.12,2496.12,0,0.00,2496.12,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,FA16023WV-MIDNIGHTCAMO-L-STD,GGT wrap kimono maxi dress,234.00,6,39.00,,809666795776,,,,FA16023WV-MIDNIGHTCAMO-L-STD
