OrderNumber,OrderType,OrderStatus,OrderDate,ShipDate,DueDate,BillDate,EtaArrivalDate,EarliestShipDate,LatestShipDate,SignatureFlag,CustomerCode,CustomerName,Terms,TermsDays,Currency,SubTotalAmount,SalesAmount,TotalAmount,TaxableAmount,NonTaxableAmount,TaxRate,TaxAmount,DiscountRate,DiscountAmount,ShippingAmount,ShippingTaxAmount,MiscAmount,MiscTaxAmount,ChargeAndAllowanceAmount,ChannelAmount,PaidAmount,CreditAmount,Balance,DepositAmount,SalesRep,SalesRep2,SalesRep3,SalesRep4,CommissionRate,CommissionRate2,CommissionRate3,CommissionRate4,TotalWeight,ActualWeight,CancelCode,SalesDivision,CustomerSource,Fulfillment Status,Financial Status,AmountRefunded,IsEdi,ShippingCarrier,ShippingClass,MainTrackingNumber,MainReturnTrackingNumber,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,Carton,EndBuyerUserID,EndBuyerName,EndBuyerEmail,ShipToName,ShipToFirstName,ShipToLastName,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToAddressLine3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAddressLine1,BillToAddressLine2,BillToAddressLine3,BillToCity,BillToState,BillToPostalCode,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,Notes,ShippingCode,WarehouseCode,ShipmentID,DepartmentCode,DivisionCode,Seq,ItemDate,SKU,UPC,CustomerSKU,SKUTitle,LotNum,Description,UOM,PackType,PackQty,PackPrice,OrderPack,ShipPack,CancelledPack,OpenPack,OrderQty,ShipQty,CancelledQty,OpenQty,PriceRule,Price,DiscountPrice,ExtAmount,ItemTotalAmount,ShipAmount,CancelledAmount,OpenAmount,Stockable,Taxable,Costable,IsProfit,LotInDate,LotExpDate,DBChannelOrderLineRowID,ItemShippingAmount,ShippingCost,ItemTaxAmount,ItemShippingTaxAmount,ItemDiscountRate,ItemDiscountAmount,ItemNotes,ItemCancelCode,Lineitem fulfillment status,Lineitem taxable,ChannelItemID,EAN,MPN,ExternalBarcode,PodInfo
11,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Magento,Magento,,,USD,66.30,,66.30,,,0,0.00,0,0.00,0.00,,,,,,0,,66.30,,,,,,,,,,,,,,, , ,,,,,,,20003,10581,20003-260305-000011,,,,,,,,,Magento Shipping,Morgan Lee,Cora Knox,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,Magento Shipping,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,,,,,,,1,2026-03-05,CORA-01-TAUP-B12,,,CROSS FRONT SANDAL,,,EA,,,,,,,,1,0,0,1,,66.30,,66.30,66.30,0.00,0.00,66.30,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
12,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Magento,Magento,,,USD,81.24,,91.94,,,0,0.00,0,0.00,10.70,,,,,,0,,91.94,,,,,,,,,,,,,,, , ,,,,,,,20003,10581,20003-260305-000012,,,,,,,,,Magento Shipping,Morgan Lee,Cora Knox,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,Magento Shipping,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,,,,,,,1,2026-03-05,ADELINE-03-BLACK-8,,,BUCKLE FRONT FLAT SANDALS,,,EA,,,,,,,,1,0,0,1,,55.90,,55.90,55.90,0.00,0.00,55.90,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
12,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Magento,Magento,,,USD,81.24,,91.94,,,0,0.00,0,0.00,10.70,,,,,,0,,91.94,,,,,,,,,,,,,,, , ,,,,,,,20003,10581,20003-260305-000012,,,,,,,,,Magento Shipping,Morgan Lee,Cora Knox,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,Magento Shipping,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,,,,,,,2,2026-03-05,FD3601033-3022FROZENPD-XL-STD,,,Jay-Low Tencel Denim Shirtdress - Chiffon Collar and Tie Sleeve,,,EA,,,,,,,,2,0,0,2,,12.67,,25.34,25.34,0.00,0.00,25.34,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
13,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Magento,Magento,,,USD,77.71,,84.27,,,0,0.00,0,0.00,6.56,,,,,,0,,84.27,,,,,,,,,,,,,,, , ,,,,,,,20003,10581,20003-260305-000013,,,,,,,,,Magento Shipping,Morgan Lee,Cora Knox,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,Magento Shipping,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,,,,,,,1,2026-03-05,CAMILA-06-LILAC-7,,,COSS FRONT SLIP ON SLIDES,,,EA,,,,,,,,1,0,0,1,,16.63,,16.63,16.63,0.00,0.00,16.63,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
13,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Magento,Magento,,,USD,77.71,,84.27,,,0,0.00,0,0.00,6.56,,,,,,0,,84.27,,,,,,,,,,,,,,, , ,,,,,,,20003,10581,20003-260305-000013,,,,,,,,,Magento Shipping,Morgan Lee,Cora Knox,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,Magento Shipping,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,,,,,,,2,2026-03-05,CAMILA-06-TAUPE-10,,,COSS FRONT SLIP ON SLIDES,,,EA,,,,,,,,4,0,0,4,,15.27,,61.08,61.08,0.00,0.00,61.08,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
14,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Etsy-LS,Etsy LS,,,USD,141.16,,141.59,,,0,0.00,0,0.00,0.43,,,,,,0,,141.59,,,,,,,,,,,,,,, , ,,,,,,,10008,10571,10008-260305-000014,,,,,,,,,Etsy LS Shipping,Alex Reed,Rhea Moss,Etsy LS Marketplace,205 Mission St,Dock 5,Marketplace ship location,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,Etsy LS Shipping,Etsy LS Marketplace,205 Mission St,Dock 5,Marketplace ship location,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,,,,,,,1,2026-03-05,ADELINE-02-WHITE-S,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,4,0,0,4,,19.00,,76.00,76.00,0.00,0.00,76.00,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
14,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Etsy-LS,Etsy LS,,,USD,141.16,,141.59,,,0,0.00,0,0.00,0.43,,,,,,0,,141.59,,,,,,,,,,,,,,, , ,,,,,,,10008,10571,10008-260305-000014,,,,,,,,,Etsy LS Shipping,Alex Reed,Rhea Moss,Etsy LS Marketplace,205 Mission St,Dock 5,Marketplace ship location,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,Etsy LS Shipping,Etsy LS Marketplace,205 Mission St,Dock 5,Marketplace ship location,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,,,,,,,2,2026-03-05,AVIANA-06-WHITE-7,,,FUR SLIPPER,,,EA,,,,,,,,4,0,0,4,,16.29,,65.16,65.16,0.00,0.00,65.16,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
15,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Mirakl-Kohls,Mirakl Kohls,,,USD,130.98,,140.73,,,0,0.00,0,0.00,9.75,,,,,,0,,140.73,,,,,,,,,,,,,,, , ,,,,,,,10013,10576,10013-260305-000015,,,,,,,,,Mirakl Kohls Shipping,Jamie Clark,Asha Ives,Mirakl Kohls Network,214 Silver Creek Rd,Dock 14,Partner ship location,San Jose,CA,95115,Santa Clara,USA,ship-mirakl-kohls@example.com,(408) 555-2306,Mirakl Kohls Shipping,Mirakl Kohls Network,214 Silver Creek Rd,Dock 14,Partner ship location,San Jose,CA,95115,Santa Clara,USA,ship-mirakl-kohls@example.com,(408) 555-2306,,,,,,,1,2026-03-05,ADELINE-03-GOLD-S,,,BUCKLE FRONT FLAT SANDALS,,,EA,,,,,,,,2,0,0,2,,42.66,,85.32,85.32,0.00,0.00,85.32,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
15,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Mirakl-Kohls,Mirakl Kohls,,,USD,130.98,,140.73,,,0,0.00,0,0.00,9.75,,,,,,0,,140.73,,,,,,,,,,,,,,, , ,,,,,,,10013,10576,10013-260305-000015,,,,,,,,,Mirakl Kohls Shipping,Jamie Clark,Asha Ives,Mirakl Kohls Network,214 Silver Creek Rd,Dock 14,Partner ship location,San Jose,CA,95115,Santa Clara,USA,ship-mirakl-kohls@example.com,(408) 555-2306,Mirakl Kohls Shipping,Mirakl Kohls Network,214 Silver Creek Rd,Dock 14,Partner ship location,San Jose,CA,95115,Santa Clara,USA,ship-mirakl-kohls@example.com,(408) 555-2306,,,,,,,2,2026-03-05,ADELINE-02-NUDE-9.5,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,3,0,0,3,,15.22,,45.66,45.66,0.00,0.00,45.66,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
16,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Magento,Magento,,,USD,61.77,,79.72,,,0,0.00,0,0.00,17.95,,,,,,0,,79.72,,,,,,,,,,,,,,, , ,,,,,,,20003,10581,20003-260305-000016,,,,,,,,,Magento Shipping,Morgan Lee,Cora Knox,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,Magento Shipping,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,,,,,,,1,2026-03-05,ADELINE-03-TAUPE-B12,,,BUCKLE FRONT FLAT SANDALS,,,EA,,,,,,,,2,0,0,2,,16.62,,33.24,33.24,0.00,0.00,33.24,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
16,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Magento,Magento,,,USD,61.77,,79.72,,,0,0.00,0,0.00,17.95,,,,,,0,,79.72,,,,,,,,,,,,,,, , ,,,,,,,20003,10581,20003-260305-000016,,,,,,,,,Magento Shipping,Morgan Lee,Cora Knox,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,Magento Shipping,Magento Platform,216 Century Blvd,Dock 16,Platform ship location,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,,,,,,,2,2026-03-05,CORA-01-YLW-9.5,,,CROSS FRONT SANDAL,,,EA,,,,,,,,1,0,0,1,,28.53,,28.53,28.53,0.00,0.00,28.53,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
17,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Etsy-LS,Etsy LS,,,USD,141.37,,145.52,,,0,0.00,0,0.00,4.15,,,,,,0,,145.52,,,,,,,,,,,,,,, , ,,,,,,,10008,10571,10008-260305-000017,,,,,,,,,Etsy LS Shipping,Alex Reed,Rhea Moss,Etsy LS Marketplace,205 Mission St,Dock 5,Marketplace ship location,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,Etsy LS Shipping,Etsy LS Marketplace,205 Mission St,Dock 5,Marketplace ship location,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,,,,,,,1,2026-03-05,AVIANA-06-BLACK-7.5,,,FUR SLIPPER,,,EA,,,,,,,,1,0,0,1,,59.14,,59.14,59.14,0.00,0.00,59.14,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
17,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Etsy-LS,Etsy LS,,,USD,141.37,,145.52,,,0,0.00,0,0.00,4.15,,,,,,0,,145.52,,,,,,,,,,,,,,, , ,,,,,,,10008,10571,10008-260305-000017,,,,,,,,,Etsy LS Shipping,Alex Reed,Rhea Moss,Etsy LS Marketplace,205 Mission St,Dock 5,Marketplace ship location,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,Etsy LS Shipping,Etsy LS Marketplace,205 Mission St,Dock 5,Marketplace ship location,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,,,,,,,2,2026-03-05,AUSTIN-06-NUDE-9.5,,,SNEAKER,,,EA,,,,,,,,3,0,0,3,,27.41,,82.23,82.23,0.00,0.00,82.23,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
18,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Squarespace,Squarespace,,,USD,39.66,,55.09,,,0,0.00,0,0.00,15.43,,,,,,0,,55.09,,,,,,,,,,,,,,, , ,,,,,,,20006,10582,20006-260305-000018,,,,,,,,,Squarespace Shipping,Jamie Clark,Elin Marsh,Squarespace Digital,218 Camino Del Rio,Dock 18,Digital ship location,San Diego,CA,92108,San Diego,USA,ship-squarespace@example.com,(619) 555-2706,Squarespace Shipping,Squarespace Digital,218 Camino Del Rio,Dock 18,Digital ship location,San Diego,CA,92108,San Diego,USA,ship-squarespace@example.com,(619) 555-2706,,,,,,,1,2026-03-05,CORA-01-CAME-B12,,,CROSS FRONT SANDAL,,,EA,,,,,,,,1,0,0,1,,39.66,,39.66,39.66,0.00,0.00,39.66,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
19,1,0,2026-03-05,2026-03-07,2026-04-04,2026-03-05,,,,,Veeqo-Amazon,Veeqo Amazon,,,USD,115.92,,129.21,,,0,0.00,0,0.00,13.29,,,,,,0,,129.21,,,,,,,,,,,,,,, , ,,,,,,,10016,10579,10016-260305-000019,,,,,,,,,Veeqo Amazon Shipping,Jamie Clark,Owen Pike,Veeqo Amazon Retail,202 Distribution Way,Dock 2,Regional ship location,Irvine,CA,92603,Orange,USA,ship-veeqo-amazon@example.com,(949) 555-1106,Veeqo Amazon Shipping,Veeqo Amazon Retail,202 Distribution Way,Dock 2,Regional ship location,Irvine,CA,92603,Orange,USA,ship-veeqo-amazon@example.com,(949) 555-1106,,,,,,,1,2026-03-05,F13031C-1742VNTGCO-29-STD,,,Cayden Vintage Beujolias Corduroy Skinny Jeans,,,EA,,,,,,,,4,0,0,4,,28.98,,115.92,115.92,0.00,0.00,115.92,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
