OrderNumber,OrderType,OrderStatus,OrderDate,ShipDate,DueDate,BillDate,EtaArrivalDate,EarliestShipDate,LatestShipDate,SignatureFlag,CustomerCode,CustomerName,Terms,TermsDays,Currency,SubTotalAmount,SalesAmount,TotalAmount,TaxableAmount,NonTaxableAmount,TaxRate,TaxAmount,DiscountRate,DiscountAmount,ShippingAmount,ShippingTaxAmount,MiscAmount,MiscTaxAmount,ChargeAndAllowanceAmount,ChannelAmount,PaidAmount,CreditAmount,Balance,DepositAmount,SalesRep,SalesRep2,SalesRep3,SalesRep4,CommissionRate,CommissionRate2,CommissionRate3,CommissionRate4,TotalWeight,ActualWeight,CancelCode,SalesDivision,CustomerSource,Fulfillment Status,Financial Status,AmountRefunded,IsEdi,ShippingCarrier,ShippingClass,MainTrackingNumber,MainReturnTrackingNumber,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,Carton,EndBuyerUserID,EndBuyerName,EndBuyerEmail,ShipToName,ShipToFirstName,ShipToLastName,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToAddressLine3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAddressLine1,BillToAddressLine2,BillToAddressLine3,BillToCity,BillToState,BillToPostalCode,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,Notes,ShippingCode,WarehouseCode,ShipmentID,DepartmentCode,DivisionCode,Seq,ItemDate,SKU,UPC,CustomerSKU,SKUTitle,LotNum,Description,UOM,PackType,PackQty,PackPrice,OrderPack,ShipPack,CancelledPack,OpenPack,OrderQty,ShipQty,CancelledQty,OpenQty,PriceRule,Price,DiscountPrice,ExtAmount,ItemTotalAmount,ShipAmount,CancelledAmount,OpenAmount,Stockable,Taxable,Costable,IsProfit,LotInDate,LotExpDate,DBChannelOrderLineRowID,ItemShippingAmount,ShippingCost,ItemTaxAmount,ItemShippingTaxAmount,ItemDiscountRate,ItemDiscountAmount,ItemNotes,ItemCancelCode,Lineitem fulfillment status,Lineitem taxable,ChannelItemID,EAN,MPN,ExternalBarcode,PodInfo
100636571-522738,1,4,12/24/2025 14:17,12/24/2025 15:15,12/24/2025 14:17,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,108,108,108,108,0,0,0,0,0,0,0,0,0,0,115.56,0,0,108,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,2,0,,,,,,,0,,FreeEconomy,,,10001,10003,114-0677679-2825861,,,,,,,,,Isema Gervilus,Isema,Gervilus,,515 N 3RD ST,,,VINCENNES,IN,47591-1409,,US,,+1 415-851-9136 ext. 39432,,,,,,,,,,,,,,,01,,,,1,12/24/2025 14:17,LV151557-2832CPFIELD-34-32,8.09667E+11,,,,Level 7 Men's Premium Stretch Denim Moto Jeans Slim Taper Fit Copper Wash Size 34X32,EA,EA,1,0,1,0,0,1,1,1,0,0,,108,108,108,108,108,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50253E+14,,,,
100636585-522752,1,4,12/24/2025 18:14,12/24/2025 19:00,12/24/2025 18:14,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,32.99,32.99,32.99,32.99,0,0,0,0,0,0,0,0,0,0,34.97,0,0,32.99,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,1.5,0,,,,,,,0,,Standard,,,10001,10003,112-0873210-2395453,,,,,,,,,Angela Wisdom Gill,Angela,Gill,,203 E LEXINGTON ST,,,BOISE,ID,83706-4943,,US,,+1 415-851-9136 ext. 82415,,,,,,,,,,,,,,,01,,,,1,12/24/2025 18:14,11050462-CHARCOAL-XL-STD,8.09666E+11,,,,VIBES Men's Cargo Zipper Pocket Sweatpants Adjustable Bungee Cord Open Bottom Size XL Charcoal,EA,EA,1,0,1,0,0,1,1,1,0,0,,32.99,32.99,32.99,32.99,32.99,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50258E+14,,,,
100636601-522768,1,4,12/25/2025 0:22,12/25/2025 1:15,12/25/2025 0:22,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,78,78,78,78,0,0,0,0,0,0,0,0,0,0,82.13,0,0,78,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,2,0,,,,,,,0,,Standard,,,10001,10003,111-0913121-6127413,,,,,,,,,JackieBoyd,JackieBoyd,JackieBoyd,,2522 spring hollow avenue,,,Roanoke,Va,24012,,US,,+1 347-448-3190 ext. 90523,,,,,,,,,,,,,,,01,,,,1,12/25/2025 0:22,LV135898-1598SPECKLD-38-34,8.09666E+11,,,,Level 7 Men's Slim Straight Premium Jeans Blue Destroyed Sanding Whiskering Size 38X34,EA,EA,1,0,1,0,0,1,1,1,0,0,,78,78,78,78,78,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50278E+14,,,,
100636613-522780,1,4,12/22/2025 4:44,12/25/2025 5:25,12/22/2025 4:44,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,78,78,78,78,0,0,0,0,0,0,0,0,0,0,84.4,0,0,78,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,2,0,,,,,,,0,,Standard,,,10001,10003,111-7171527-4166649,,,,,,,,,Venito Perez,Venito,Perez,,714 N 30TH ST,,,COLORADO SPRINGS,CO,80904-2106,,US,,+1 929-436-4790 ext. 20895,,,,,,,,,,,,,,,01,,,,1,12/22/2025 4:44,LV115178-913RAINMAN-34-34,8.09666E+11,,,,Level 7 Men's Relaxed Bootcut Denim Distressed Jeans with Zipper Pocket Size 34X34,EA,EA,1,0,1,0,0,1,1,1,0,0,,78,78,78,78,78,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50058E+14,,,,
100636620-522785,1,4,12/25/2025 10:31,12/25/2025 11:17,12/25/2025 10:31,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,78,78,78,78,0,0,0,0,0,0,0,0,0,0,81.3,0,0,78,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,2,0,,,,,,,0,,Standard,,,10001,10003,114-6683517-9907425,,,,,,,,,kevin lambeth,kevin,lambeth,,1040 WOLF DR,,,SARCOXIE,MO,64862-9398,,US,,+1 619-854-2705 ext. 96289,,,,,,,,,,,,,,,01,,,,1,12/25/2025 10:31,LV115178-913RAINMAN-40-32,8.09666E+11,,,,Level 7 Men's Relaxed Bootcut Denim Distressed Jeans with Zipper Pocket Size 40X32,EA,EA,1,0,1,0,0,1,1,1,0,0,,78,78,78,78,78,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50289E+14,,,,
100636624-522789,1,4,12/25/2025 13:10,12/25/2025 14:00,12/25/2025 13:10,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,62,62,62,62,0,0,0,0,0,0,0,0,0,0,66.34,0,0,62,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,2,0,,,,,,,0,,Standard,,,10001,10003,114-7649216-1263403,,,,,,,,,Antonio,Antonio,Antonio,,5832 ALPINE AVE,,,INDIANAPOLIS,IN,46224-2136,,US,,00000000000,,,,,,,,,,,,,,,01,,,,1,12/25/2025 13:10,LV141538-2293OCEAN-38-CTM,8.09666E+11,,,,Level 7 Men's Premium Knit Denim Jogger Jeans Ocean Blue Angled Side Cargo Pocket Size 38,EA,EA,1,0,1,0,0,1,1,1,0,0,,62,62,62,62,62,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50289E+14,,,,
100636636-522801,1,4,12/25/2025 18:03,12/25/2025 18:45,12/25/2025 18:03,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,78,78,78,78,0,0,0,0,0,0,0,0,0,0,82.68,0,0,78,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,2,0,,,,,,,0,,Standard,,,10001,10003,112-5578946-9485058,,,,,,,,,Amanda Cole,Amanda,Cole,,3238 DONITHON RD,,,LOUISA,KY,41230-8591,,US,,+1 763-225-9463 ext. 34536,,,,,,,,,,,,,,,01,,,,1,12/25/2025 18:03,LV115178-RAINCLOUD-34-30,8.09666E+11,,,,Level 7 Men's Utility Pocket Relaxed Bootcut Premium Denim Jean Size 34X30,,EA,1,0,1,0,0,1,1,1,0,0,,78,78,78,78,78,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50299E+14,,,,
100636644-522809,1,4,12/25/2025 19:44,12/25/2025 20:25,12/25/2025 19:44,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,32.99,32.99,32.99,32.99,0,0,0,0,0,0,0,0,0,0,34.56,0,0,32.99,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,1.4,0,,,,,,,0,,Standard,,,10001,10003,113-1371254-6984224,,,,,,,,,brittany V. rogers,brittany,rogers,,2352 2ND ST,,,GRAND ISLAND,NY,14072-1555,,US,,+1 314-282-9402 ext. 87564,,,,,,,,,,,,,,,01,,,,1,12/25/2025 19:44,11050401-CHARCOAL-L-STD,8.09666E+11,,,,VIBES Men's Fleece Cargo Sweatpants Relax Fit Bungee Cord Open Bottom Size L Charcoal,EA,EA,1,0,1,0,0,1,1,1,0,0,,32.99,32.99,32.99,32.99,32.99,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50294E+14,,,,
100636646-522811,1,4,12/25/2025 20:18,12/25/2025 21:15,12/25/2025 20:18,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,78,78,78,78,0,0,0,0,0,0,0,0,0,0,84.53,0,0,78,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,2,0,,,,,,,0,,Standard,,,10001,10003,111-4833507-7599421,,,,,,,,,Jessica Mckenzie,Jessica,Mckenzie,,663 Avenue F,,,BOULDER CITY,NEVADA,89005,,US,,+1 415-419-8616 ext. 20140,,,,,,,,,,,,,,,01,,,,1,12/25/2025 20:18,LV115178-913RAINMAN-36-34,8.09666E+11,,,,Level 7 Men's Relaxed Bootcut Denim Distressed Jeans with Zipper Pocket Size 36X34,EA,EA,1,0,1,0,0,1,1,1,0,0,,78,78,78,78,78,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50297E+14,,,,
100636663-522828,1,4,12/25/2025 23:14,12/26/2025 0:00,12/25/2025 23:14,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,78,78,78,78,0,0,0,0,0,0,0,0,0,0,83.46,0,0,78,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,2,0,,,,,,,0,,FreeEconomy,,,10001,10003,111-3462993-7511441,,,,,,,,,steven,steven,steven,,190 SW 72ND TER,,,POMPANO BEACH,FL,33068-1434,,US,,+1 415-851-9136 ext. 53189,,,,,,,,,,,,,,,01,,,,1,12/25/2025 23:14,LV115178-BLACKRAINMAN-36-32,8.09666E+11,,,,Level 7 Men's Utility Pocket Relaxed Bootcut Premium Denim Jean Size 36X32,,EA,1,0,1,0,0,1,1,1,0,0,,78,78,78,78,78,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50318E+14,,,,
100636672-522837,1,4,12/25/2025 23:55,12/26/2025 0:45,12/25/2025 23:55,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,9.99,9.99,9.99,9.99,0,0,0,0,0,0,0,0,0,0,10.81,0,0,9.99,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,0.8,0,,,,,,,0,,FreeEconomy,,,10001,10003,114-2213403-0353858,,,,,,,,,Normara morales,Normara,morales,,3637 TRINITY MILLS RD APT 1911,,,DALLAS,TX,75287-6241,,US,,+1 763-225-9463 ext. 81161,,,,,,,,,,,,,,,01,,,,1,12/25/2025 23:55,41262342-NAVY-M-STD,8.09666E+11,,,,VIBES Boy's Thermal Long Sleeve Polo Shirt Navy & Ivory Yarn Dye Wide Stripe Size M,EA,EA,1,0,1,0,0,1,1,1,0,0,,9.99,9.99,9.99,9.99,9.99,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50308E+14,,,,
100636678-522843,1,4,12/26/2025 1:21,12/26/2025 2:15,12/26/2025 1:21,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,,FALSE,ALVAREZ304,Alvarez LLC,,0,,78,78,78,78,0,0,0,0,0,0,0,0,0,0,78,0,0,78,0,steve.hagstrom@vibesbase.com,,,,0.02,0,0,0,2,0,,,,,,,0,,FreeEconomy,,,10001,10003,113-9738989-3149041,,,,,,,,,Janet Petkun,Janet,Petkun,,114 Gridley Street,,,Quincy,Ma,02169,,US,,+1 763-225-9463 ext. 95097,,,,,,,,,,,,,,,01,,,,1,12/26/2025 1:21,LV115198-327BLUEBOY-38-32,8.09666E+11,,,,Level 7 Men Midrise Relabyed Blue Boy Boot Cut Premium Denim Jeans Whiskering Medium Blue Blue Boy 38W by 32L,EA,EA,1,0,1,0,0,1,1,1,0,0,,78,78,78,78,78,0,0,FALSE,TRUE,FALSE,FALSE,12/28/1800 12:00:00 AM,12/28/1800 12:00:00 AM,,0,,0,0,0,0,,,,,1.50317E+14,,,,
